id,adoption_evolution_0,adoption_evolution_1,adoption_evolution_2,adoption_evolution_3,adoption_evolution_4,adoption_evolution_5,adoption_evolution_6,adoption_evolution_7,adoption_evolution_8,adoption_evolution_9,adoption_evolution_10,adoption_evolution_11,adoption_evolution_12,adoption_evolution_13,adoption_evolution_14,adoption_evolution_15,adoption_evolution_16,adoption_evolution_17,adoption_evolution_18,adoption_evolution_19
84,0.0,0.01,0.11,0.08000000000000002,0.06,0.020000000000000018,0.02999999999999997,0.0,0.010000000000000009,0.0,0.02999999999999997,0.0,0.0,0.020000000000000018,0.0,0.0,0.010000000000000009,0.0,0.0,0.010000000000000009
85,0.0,0.0,0.02,0.02,0.030000000000000006,0.009999999999999995,0.039999999999999994,0.03,0.010000000000000009,0.010000000000000009,0.03,0.009999999999999981,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009
86,0.0,0.0,0.03,0.020000000000000004,0.03,0.039999999999999994,0.0,0.010000000000000009,0.010000000000000009,0.0,0.009999999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.05,0.009999999999999995,0.0,0.04000000000000001,0.01999999999999999,0.0,0.0,0.020000000000000018,0.009999999999999981,0.03,0.0,0.020000000000000018,0.009999999999999981,0.010000000000000009,0.0,0.010000000000000009,0.009999999999999981,0.0
88,0.0,0.01,0.04,0.020000000000000004,0.03,0.01999999999999999,0.04000000000000001,0.04000000000000001,0.009999999999999981,0.020000000000000018,0.03,0.020000000000000018,0.02999999999999997,0.030000000000000027,0.019999999999999962,0.0,0.0,0.010000000000000009,0.0,0.0
89,0.0,0.01,0.13,0.06999999999999998,0.05000000000000002,0.010000000000000009,0.03999999999999998,0.0,0.03999999999999998,0.020000000000000018,0.010000000000000009,0.02999999999999997,0.010000000000000009,0.0,0.020000000000000018,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0
90,0.0,0.01,0.16,0.16,0.02999999999999997,0.040000000000000036,0.009999999999999953,0.020000000000000018,0.020000000000000018,0.010000000000000009,0.009999999999999953,0.010000000000000009,0.0,0.020000000000000018,0.010000000000000009,0.0,0.0,0.0,0.020000000000000018,0.010000000000000009
91,0.0,0.01,0.11,0.21000000000000002,0.10999999999999999,0.08000000000000002,0.010000000000000009,0.039999999999999925,0.1100000000000001,0.029999999999999916,0.030000000000000027,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0
92,0.0,0.02,0.06999999999999999,0.020000000000000004,0.06000000000000001,0.04999999999999999,0.0,0.0,0.01999999999999999,0.0,0.010000000000000009,0.010000000000000009,0.020000000000000018,0.02999999999999997,0.0,0.010000000000000009,0.010000000000000009,0.019999999999999962,0.0,0.010000000000000009
93,0.0,0.0,0.04,0.019999999999999997,0.05,0.030000000000000013,0.01999999999999999,0.03,0.01999999999999999,0.010000000000000009,0.010000000000000009,0.0,0.009999999999999981,0.010000000000000009,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009
94,0.0,0.01,0.019999999999999997,0.05,0.039999999999999994,0.020000000000000018,0.009999999999999981,0.010000000000000009,0.0,0.0,0.010000000000000009,0.01999999999999999,0.010000000000000009,0.0,0.0,0.0,0.009999999999999981,0.010000000000000009,0.0,0.010000000000000009
95,0.0,0.03,0.11000000000000001,0.07999999999999999,0.04000000000000001,0.03999999999999998,0.020000000000000018,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.019999999999999962,0.0,0.0,0.010000000000000009
96,0.0,0.0,0.08,0.06999999999999999,0.08000000000000002,0.05000000000000002,0.009999999999999953,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009
97,0.0,0.0,0.04,0.019999999999999997,0.06,0.010000000000000009,0.04999999999999999,0.020000000000000018,0.009999999999999981,0.0,0.0,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.009999999999999981,0.0
98,0.0,0.0,0.1,0.04000000000000001,0.03,0.01999999999999999,0.03,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.009999999999999981,0.0,0.0
99,0.0,0.01,0.09000000000000001,0.07999999999999999,0.020000000000000018,0.03999999999999998,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.019999999999999962,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0
